@id,leisure,FIXME,area,wheelchair,source,source_ref,access,operator,name,barrier,surface,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,is_in:city,is_in:country,is_in:country_code,is_in:state,is_in:state_code,designation,amenity
way/195058028,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/195246751,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/196461914,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/196468669,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/197891566,playground,,,,,,,,,,,,,,,,,,,,,,
way/197892480,playground,,,,,,,,,,,,,,,,,,,,,,
way/200695877,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/201055189,playground,,,,,,,,,,,,,,,,,,,,,,
way/202766003,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/202766071,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/202766086,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/202766092,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/202766537,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/202766784,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/203030432,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/203686815,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/203844179,playground,,,,,,,,,,,,,,,,,,,,,,
way/203844180,playground,,,,,,,,,,,,,,,,,,,,,,
way/203846156,playground,,,,,,,,,,,,,,,,,,,,,,
way/207667495,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/211472716,playground,,,,,,,,,,,,,,,,,,,,,,
way/212473078,playground,,,,bing_imagery,,,,,,,,,,,,,,,,,,
way/212578457,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/212581455,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/212841390,playground,,,,"bing_imagery_0.25m_201005;survey;image",AM909_DSCX4018,,,,,,,,,,,,,,,,,
way/218961252,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/219171399,playground,,,,,,,,,,,,,,,,,,,,,,
way/221685942,playground,,,,"survey;public_record",,,,,,,,,,,,,,,,,,
way/222723260,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/223786835,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/224930841,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/225378248,playground,,,,,,,,,,,,,,,,,,,,,,
way/225378398,playground,,,,,,,,,,,,,,,,,,,,,,
way/232450525,playground,,,,,,,,,,,,,,,,,,,,,,
way/235917739,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/235917759,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/235990684,playground,,,,bing_imagery,,,,,,,,,,,,,,,,,,
way/237057322,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/245339126,playground,,,,,,,,,,,,,,,,,,,,,,
way/250913689,playground,,,,,,,,,,,,,,,,,,,,,,
way/256534217,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/256633599,playground,,,,,,,,,,,,,,,,,,,,,,
way/257042343,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/259818985,playground,,,,,,,,,,,,,,,,,,,,,,
way/259854785,playground,,,,,,,,,,,,,,,,,,,,,,
way/265143633,playground,,,,bing_imagery,,,,,,,,,,,,,,,,,,
way/265146694,playground,,,,bing_imagery,,,,,,,,,,,,,,,,,,
way/265148110,playground,,,,bing_imagery,,,,,,,,,,,,,,,,,,
way/265148111,playground,,,,bing_imagery,,,,,,,,,,,,,,,,,,
way/265302027,playground,,yes,,,,,,,,,,,,,,,,,,,,
way/265302029,playground,,yes,,,,,,,,,,,,,,,,,,,,
way/280954764,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/280954765,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/280954767,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/281086742,playground,,,,,,,,,,,,,,,,,,,,,,
way/281086744,playground,,,,,,,,,,,,,,,,,,,,,,
way/281092276,playground,,,,"survey;bing_imagery",,permissive,,Kindergarten Playground,,,,,,,,,,,,,,
way/281466218,playground,,,,,,,,,,,,,,,,,,,,,,
way/281742917,playground,,,,,,,,,,,,,,,,,,,,,,
way/282528365,playground,,,,,,,,,,,,,,,,,,,,,,
way/282548050,playground,,,,bing_imagery,,,,,,,,,,,,,,,,,,
way/282555725,playground,,,,bing_imagery,,,,,,,,,,,,,,,,,,
way/284543875,playground,,,,,,,,,,,,,,,,,,,,,,
way/284543876,playground,,,,,,,,,,,,,,,,,,,,,,
way/289416378,playground,,,,,,,,,,,,,,,,,,,,,,
way/289420380,playground,,,,,,,,,,,,,,,,,,,,,,
way/294104685,playground,,,,bing_imagery,,,,,,,,,,,,,,,,,,
way/294556827,playground,,,,bing_imagery,,,,,,,,,,,,,,,,,,
way/294649339,playground,,,,,,,,,,,,,,,,,,,,,,
way/295581901,playground,,,,,,private,,,,padded,,,,,,,,,,,,
way/297306329,playground,,,,,,,,,,,,,,,,,,,,,,
way/297669195,playground,,,,,,,,,,,,,,,,,,,,,,
way/297670809,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/297670810,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/300720831,playground,,,,,,,,,,,,,,,,,,,,,,
way/300720832,playground,,,,,,,,,,,,,,,,,,,,,,
way/309998500,playground,,,,bing_imagery,,customers,,,,,,,,,,,,,,,,
way/309998501,playground,,,,bing_imagery,,customers,,,,,,,,,,,,,,,,
way/315087386,playground,,,,,,,,,,,,,,,,,,,,,,
way/315087387,playground,,,,,,,,,,,,,,,,,,,,,,
way/316454550,playground,,yes,,,,,,,,,,,,,,,,,,,,
way/323003384,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/345126500,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/355864338,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/356062066,playground,,,,bing,,,,,,,,,,,,,,,,,,
way/358556422,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/358681206,playground,,,,,,private,,,,,,,,,,,,,,,,
way/358681211,playground,,,,,,private,,,,,,,,,,,,,,,,
way/358681892,playground,,,,,,private,,,,,,,,,,,,,,,,
way/360433328,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/360433331,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/361218527,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/361334437,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/361489105,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/362320488,playground,,,,bing_imagery,,,,,,,,,,,,,,,,,,
way/362341754,playground,,,,knowledge,,,,,,,,,,,,,,,,,,
way/362438067,playground,,,,,,customers,,,,,,,,,,,,,,,,
way/362438068,playground,,,,,,customers,,,,,,,,,,,,,,,,
way/362438069,playground,,,,,,customers,,,,,,,,,,,,,,,,
way/362860849,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/363246456,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
way/363388266,playground,,,,,,private,,,,,,,,,,,,,,,,
way/364274798,playground,,,,Bing,,,,,,,,,,,,,,,,,,
way/365618355,playground,,,,bing_imagery,,private,,,,,,,,,,,,,,,,
